,sales_id,customer_id,order_date,ship_date,ship_mode,ship_to,total
433,9793,128,2020-12-17,2020-12-23,Standard Class,56,191.88
434,975,174,2020-12-17,2020-12-24,Standard Class,18,391.82
435,6880,25,2020-12-17,2020-12-24,Standard Class,565,98.81
436,7751,115,2020-12-17,2020-12-20,Second Class,534,1874.77
437,7901,196,2020-12-18,2020-12-18,Same Day,294,83.86
438,7567,157,2020-12-18,2020-12-23,Standard Class,382,771.74
439,8483,136,2020-12-18,2020-12-25,Standard Class,230,506.15
440,7199,208,2020-12-18,2020-12-22,Second Class,27,148.22
441,1090,155,2020-12-18,2020-12-22,Second Class,447,17.46
442,1990,74,2020-12-18,2020-12-21,Second Class,297,159.8
443,2038,192,2020-12-18,2020-12-19,First Class,497,325.08
444,2094,191,2020-12-18,2020-12-19,First Class,61,12.6
445,4907,74,2020-12-19,2020-12-20,First Class,260,837.93
446,7441,187,2020-12-19,2020-12-21,First Class,328,709.59
447,7541,212,2020-12-19,2020-12-24,Standard Class,333,411.16
448,7739,189,2020-12-19,2020-12-22,Second Class,220,201.66
449,8685,205,2020-12-19,2020-12-21,First Class,617,360.61
450,9625,201,2020-12-19,2020-12-21,First Class,67,703.47
451,6705,196,2020-12-20,2020-12-26,Standard Class,107,1097.53
452,1879,205,2020-12-20,2020-12-20,Same Day,536,190.83
453,1191,43,2020-12-20,2020-12-25,Standard Class,362,953.94
454,5345,205,2020-12-20,2020-12-27,Standard Class,468,359.85
455,4662,201,2020-12-20,2020-12-20,Same Day,499,5404.22
456,2581,97,2020-12-20,2020-12-22,First Class,45,144.9
457,5949,207,2020-12-21,2020-12-21,Same Day,289,83.97
458,569,94,2020-12-21,2020-12-24,Second Class,226,2575.93
459,8954,185,2020-12-21,2020-12-25,Second Class,52,887.17
460,7133,207,2020-12-21,2020-12-22,First Class,127,344.92
461,6183,146,2020-12-21,2020-12-27,Standard Class,456,793.36
462,7972,214,2020-12-21,2020-12-21,Same Day,270,322.19
463,9656,194,2020-12-21,2020-12-25,Second Class,122,476.0
464,8897,138,2020-12-21,2020-12-25,Second Class,382,107.53
465,1282,3,2020-12-21,2020-12-24,Second Class,470,107.84
466,7283,203,2020-12-21,2020-12-21,Same Day,350,9460.76
467,2803,211,2020-12-21,2020-12-25,Second Class,358,2269.18
468,5111,170,2020-12-21,2020-12-25,Second Class,190,3596.26
469,5791,181,2020-12-21,2020-12-27,Standard Class,9,172.32
470,3220,126,2020-12-22,2020-12-28,Standard Class,176,6804.95
471,8041,81,2020-12-22,2020-12-22,Same Day,595,209.94
472,5138,78,2020-12-22,2020-12-22,Same Day,510,422.16
473,8533,174,2020-12-22,2020-12-24,First Class,329,48.04
474,583,189,2020-12-22,2020-12-23,First Class,198,7283.71
475,5387,102,2020-12-22,2020-12-26,Second Class,323,146.73
476,1865,49,2020-12-22,2020-12-22,Same Day,626,832.64
477,5390,202,2020-12-23,2020-12-23,Same Day,450,20.7
478,9039,204,2020-12-23,2020-12-28,Standard Class,420,126.46
479,915,201,2020-12-23,2020-12-27,Second Class,367,15.02
480,4205,205,2020-12-23,2020-12-24,First Class,299,1257.68
481,3860,211,2020-12-23,2020-12-24,First Class,85,99.54
482,4148,214,2020-12-23,2020-12-25,First Class,274,467.32
483,3626,206,2020-12-23,2020-12-24,First Class,494,124.99
484,7720,164,2020-12-23,2020-12-30,Standard Class,326,4925.41
485,8389,97,2020-12-23,2020-12-29,Standard Class,341,3290.3
486,9345,190,2020-12-23,2020-12-28,Standard Class,551,2028.55
487,7620,209,2020-12-23,2020-12-29,Standard Class,486,611.93
488,7146,190,2020-12-24,2020-12-24,Same Day,512,1115.95
489,6869,79,2020-12-24,2020-12-30,Standard Class,622,170.28
490,836,143,2020-12-24,2020-12-29,Standard Class,453,109.76
491,2054,210,2020-12-24,2020-12-30,Standard Class,594,193.25
492,7721,215,2020-12-24,2020-12-28,Second Class,422,730.52
493,4161,21,2020-12-24,2020-12-25,First Class,153,1439.8
494,2941,208,2020-12-24,2020-12-27,Second Class,521,447.69
495,6343,55,2020-12-24,2020-12-29,Standard Class,522,877.06
496,6488,130,2020-12-24,2020-12-28,Second Class,256,170.16
497,8534,205,2020-12-24,2020-12-27,Second Class,550,3781.19
498,8292,177,2020-12-24,2020-12-26,First Class,291,3646.02
499,9341,78,2020-12-24,2020-12-25,First Class,542,1203.64
500,9926,144,2020-12-24,2020-12-25,First Class,624,1892.64
501,8600,216,2020-12-24,2020-12-26,First Class,456,344.85
502,8055,147,2020-12-24,2020-12-24,Same Day,296,244.33
503,2595,212,2020-12-24,2020-12-24,Same Day,539,1119.93
504,74,213,2020-12-25,2020-12-25,Same Day,303,1777.09
505,8426,109,2020-12-25,2020-12-29,Second Class,368,12.56
506,4834,102,2020-12-25,2020-12-28,Second Class,274,133.04
507,5759,17,2020-12-25,2021-01-01,Standard Class,116,619.18
508,7211,166,2020-12-25,2020-12-25,Same Day,96,344.15
509,9084,197,2020-12-25,2020-12-26,First Class,214,1236.76
510,5484,125,2020-12-25,2020-12-27,First Class,283,101.41
511,4116,164,2020-12-25,2020-12-29,Second Class,575,170.9
512,4031,196,2020-12-25,2020-12-25,Same Day,445,25.92
513,2353,202,2020-12-25,2020-12-28,Second Class,197,319.53
514,1486,119,2020-12-25,2020-12-31,Standard Class,44,851.69
515,9010,176,2020-12-25,2020-12-25,Same Day,52,320.4
516,8686,216,2020-12-25,2020-12-28,Second Class,57,479.23
517,7012,214,2020-12-26,2020-12-26,Same Day,469,198.51
518,3414,202,2020-12-26,2020-12-29,Second Class,7,88.38
519,2504,182,2020-12-26,2020-12-30,Second Class,421,522.14
520,759,53,2020-12-26,2020-12-28,First Class,519,471.72
521,892,211,2020-12-26,2020-12-28,First Class,615,787.35
522,9963,114,2020-12-26,2020-12-29,Second Class,159,374.85
523,9906,185,2020-12-26,2021-01-01,Standard Class,541,638.74
524,325,113,2020-12-26,2020-12-30,Second Class,226,73.9
525,4600,111,2020-12-26,2020-12-27,First Class,523,342.01
526,853,213,2020-12-26,2020-12-26,Same Day,210,53.28
527,578,206,2020-12-26,2020-12-26,Same Day,312,676.01
528,5562,184,2020-12-26,2020-12-27,First Class,90,153.1
529,8010,184,2020-12-26,2021-01-02,Standard Class,60,992.69
530,7456,193,2020-12-26,2020-12-29,Second Class,406,28.15
531,4898,108,2020-12-26,2020-12-26,Same Day,509,451.45
532,8233,130,2020-12-26,2021-01-01,Standard Class,130,5541.4
533,4704,10,2020-12-27,2020-12-28,First Class,133,650.43
534,9477,207,2020-12-27,2020-12-31,Second Class,587,26277.01
535,3598,211,2020-12-27,2020-12-28,First Class,206,285.4
536,3986,22,2020-12-27,2020-12-30,Second Class,472,35.97
537,7125,205,2020-12-27,2020-12-27,Same Day,82,231.72
538,6650,203,2020-12-27,2020-12-27,Same Day,234,948.34
539,7458,7,2020-12-27,2020-12-27,Same Day,84,1065.83
540,9376,204,2020-12-27,2020-12-31,Second Class,599,294.21
541,9904,185,2020-12-27,2021-01-02,Standard Class,524,843.26
542,144,157,2020-12-27,2020-12-29,First Class,255,1725.32
543,5595,194,2020-12-27,2020-12-28,First Class,13,638.42
544,9153,200,2020-12-28,2021-01-01,Second Class,223,2164.16
545,922,33,2020-12-28,2020-12-29,First Class,241,2474.78
546,8459,216,2020-12-28,2020-12-28,Same Day,425,971.78
547,9540,170,2020-12-28,2020-12-29,First Class,62,507.8
548,5252,109,2020-12-28,2020-12-28,Same Day,234,823.36
549,8171,107,2020-12-28,2020-12-28,Same Day,169,1070.04
550,6262,209,2020-12-28,2020-12-28,Same Day,142,16.68
551,974,198,2020-12-28,2020-12-31,Second Class,621,1085.42
552,1197,57,2020-12-28,2020-12-30,First Class,432,2273.05
553,6850,216,2020-12-28,2020-12-29,First Class,9,87.33
554,5243,56,2020-12-28,2020-12-28,Same Day,502,689.99
555,8223,179,2020-12-29,2020-12-29,Same Day,180,871.99
556,1408,213,2020-12-29,2020-12-31,First Class,138,4188.34
557,1011,200,2020-12-29,2021-01-03,Standard Class,209,112.4
558,726,159,2020-12-29,2020-12-30,First Class,42,158.26
559,3895,168,2020-12-29,2021-01-05,Standard Class,364,580.56
560,4796,131,2020-12-29,2020-12-31,First Class,626,11.07
561,8290,200,2020-12-29,2020-12-29,Same Day,129,1610.13
562,7306,214,2020-12-29,2020-12-31,First Class,85,1246.13
563,4998,210,2020-12-29,2020-12-29,Same Day,547,392.94
564,9724,206,2020-12-29,2020-12-30,First Class,444,350.26
565,696,206,2020-12-29,2020-12-29,Same Day,585,6.3
566,5633,22,2020-12-29,2021-01-02,Second Class,291,513.47
567,2167,56,2020-12-29,2020-12-29,Same Day,484,781.25
568,3511,80,2020-12-29,2021-01-02,Second Class,128,2331.59
569,7868,150,2020-12-30,2021-01-01,First Class,388,384.72
570,4639,21,2020-12-30,2021-01-06,Standard Class,525,14.68
571,6594,15,2020-12-30,2020-12-30,Same Day,609,3764.98
572,1429,151,2020-12-30,2021-01-02,Second Class,105,47.84
573,8309,89,2020-12-30,2021-01-03,Second Class,396,1827.96
574,3082,179,2020-12-30,2021-01-03,Second Class,564,421.04
575,8931,193,2020-12-30,2021-01-05,Standard Class,473,2598.9
576,2724,221,2021-01-18,2021-01-19,First Class,420,164.83
577,9690,9,2021-01-22,2021-01-24,First Class,142,1193.69
578,823,223,2021-01-22,2021-01-22,Same Day,267,1669.96
579,5198,222,2021-01-25,2021-01-29,Second Class,14,694.53
580,8141,220,2021-01-26,2021-01-26,Same Day,542,4280.8
581,3078,16,2021-01-28,2021-01-28,Same Day,512,1700.07
582,4744,234,2021-02-08,2021-02-13,Standard Class,339,1010.86
583,4491,18,2021-02-11,2021-02-17,Standard Class,95,104.33
584,5073,25,2021-02-12,2021-02-14,First Class,234,385.71
585,2229,219,2021-02-19,2021-02-19,Same Day,450,2704.87
586,8007,238,2021-02-21,2021-02-26,Standard Class,524,1910.35
587,8107,244,2021-02-22,2021-02-26,Second Class,280,35.28
588,9015,17,2021-02-23,2021-02-26,Second Class,570,2258.27
589,4192,10,2021-02-23,2021-02-23,Same Day,320,131.74
590,1035,14,2021-02-25,2021-02-25,Same Day,625,35.37
591,9475,218,2021-02-25,2021-02-27,First Class,410,708.15
592,283,15,2021-02-25,2021-02-26,First Class,337,38.8
593,2013,13,2021-02-26,2021-02-28,First Class,533,1813.43
594,1983,231,2021-02-27,2021-02-27,Same Day,462,1159.06
595,6818,231,2021-02-27,2021-03-03,Second Class,343,432.03
596,8214,31,2021-02-27,2021-03-02,Second Class,357,654.9
597,6591,16,2021-02-27,2021-03-03,Second Class,387,1690.31
598,8070,42,2021-03-05,2021-03-05,Same Day,263,1202.6
599,9086,235,2021-03-08,2021-03-08,Same Day,175,216.84
600,3930,19,2021-03-14,2021-03-18,Second Class,273,415.59
601,8160,30,2021-03-18,2021-03-18,Same Day,343,115.23
602,5156,221,2021-03-19,2021-03-23,Second Class,483,15.4
603,32,50,2021-03-20,2021-03-23,Second Class,438,6278.93
604,1552,219,2021-03-20,2021-03-20,Same Day,70,610.62
605,4263,32,2021-03-21,2021-03-21,Same Day,172,153.34
606,7284,246,2021-03-21,2021-03-23,First Class,367,1887.29
607,9600,235,2021-03-22,2021-03-28,Standard Class,622,1096.99
608,1050,3,2021-03-23,2021-03-26,Second Class,349,1817.4
609,7222,250,2021-03-24,2021-03-28,Second Class,620,80.5
610,5438,260,2021-03-25,2021-03-26,First Class,239,330.86
611,8161,232,2021-03-26,2021-03-31,Standard Class,477,45.36
612,9962,242,2021-03-26,2021-03-26,Same Day,471,70.98
613,5708,259,2021-03-26,2021-03-28,First Class,349,321.92
614,170,241,2021-03-26,2021-03-31,Standard Class,499,132.71
615,9463,23,2021-03-26,2021-03-26,Same Day,452,1887.19
616,7610,242,2021-03-27,2021-03-27,Same Day,318,481.11
617,1141,234,2021-03-28,2021-04-03,Standard Class,305,4.14
618,3883,35,2021-03-29,2021-03-29,Same Day,116,3746.11
619,2868,16,2021-03-30,2021-03-30,Same Day,624,801.6
620,8855,45,2021-03-30,2021-04-06,Standard Class,92,823.96
621,5827,39,2021-04-01,2021-04-06,Standard Class,175,432.43
622,3575,39,2021-04-02,2021-04-02,Same Day,572,1192.27
623,5766,20,2021-04-06,2021-04-06,Same Day,92,146.6
624,806,2,2021-04-09,2021-04-15,Standard Class,367,261.48
625,5030,42,2021-04-09,2021-04-15,Standard Class,379,348.54
626,317,41,2021-04-10,2021-04-13,Second Class,51,1357.38
627,9809,252,2021-04-12,2021-04-15,Second Class,9,198.2
628,4795,69,2021-04-13,2021-04-13,Same Day,584,1541.88
629,343,2,2021-04-14,2021-04-14,Same Day,280,1633.43
630,2260,72,2021-04-15,2021-04-19,Second Class,582,20.68
631,4015,25,2021-04-16,2021-04-17,First Class,270,732.93
632,6983,226,2021-04-19,2021-04-23,Second Class,106,338.38
633,4599,258,2021-04-19,2021-04-23,Second Class,252,1603.71
634,2344,237,2021-04-19,2021-04-19,Same Day,572,182.78
635,676,268,2021-04-19,2021-04-22,Second Class,324,10204.46
636,1997,274,2021-04-19,2021-04-20,First Class,293,1052.09
637,1192,239,2021-04-19,2021-04-19,Same Day,514,224.87
638,4191,51,2021-04-20,2021-04-20,Same Day,297,322.39
639,9051,6,2021-04-21,2021-04-24,Second Class,581,160.77
640,1097,242,2021-04-22,2021-04-23,First Class,365,40.73
641,6961,60,2021-04-22,2021-04-26,Second Class,126,1001.61
642,3609,72,2021-04-23,2021-04-24,First Class,156,46.76
643,6533,40,2021-04-24,2021-04-25,First Class,361,580.64
644,7570,22,2021-04-24,2021-04-24,Same Day,558,123.92
645,6863,250,2021-04-24,2021-04-25,First Class,580,369.61
646,8384,80,2021-04-25,2021-05-01,Standard Class,557,447.94
647,3831,263,2021-04-25,2021-04-29,Second Class,565,96.31
648,1821,53,2021-04-25,2021-04-26,First Class,140,941.13
649,1324,239,2021-04-25,2021-04-27,First Class,338,182.18
650,1655,37,2021-04-26,2021-05-01,Standard Class,28,808.34
651,2362,271,2021-04-26,2021-05-03,Standard Class,48,1629.84
652,845,262,2021-04-27,2021-04-30,Second Class,444,748.37
653,8550,251,2021-04-27,2021-04-28,First Class,296,154.92
654,9185,45,2021-04-28,2021-04-30,First Class,159,347.76
655,3916,33,2021-04-28,2021-05-01,Second Class,61,654.54
656,4356,2,2021-04-28,2021-05-01,Second Class,435,916.74
657,5239,255,2021-04-28,2021-05-01,Second Class,84,336.77
658,735,240,2021-04-30,2021-05-04,Second Class,18,199.7
659,7179,39,2021-05-03,2021-05-10,Standard Class,200,1279.38
660,6336,252,2021-05-05,2021-05-09,Second Class,177,145.98
661,6654,234,2021-05-08,2021-05-10,First Class,39,3218.3
662,5271,219,2021-05-09,2021-05-11,First Class,358,19.35
663,6830,4,2021-05-12,2021-05-12,Same Day,460,217.85
664,2841,234,2021-05-12,2021-05-19,Standard Class,150,395.1
665,9811,218,2021-05-13,2021-05-18,Standard Class,384,2311.67
666,9380,285,2021-05-13,2021-05-13,Same Day,14,3640.78
667,5964,264,2021-05-15,2021-05-15,Same Day,466,76.1
668,477,42,2021-05-16,2021-05-23,Standard Class,569,2708.12
669,7655,1,2021-05-17,2021-05-21,Second Class,61,715.69
670,4925,227,2021-05-19,2021-05-24,Standard Class,525,146.74
671,6765,283,2021-05-19,2021-05-23,Second Class,585,71.97
672,9941,232,2021-05-19,2021-05-20,First Class,164,347.75
673,6366,233,2021-05-20,2021-05-22,First Class,393,160.67
674,8817,43,2021-05-20,2021-05-20,Same Day,92,195.96
675,8681,240,2021-05-21,2021-05-22,First Class,11,1028.36
676,1875,96,2021-05-21,2021-05-23,First Class,536,10.48
677,3578,291,2021-05-21,2021-05-21,Same Day,316,1246.48
678,761,19,2021-05-22,2021-05-26,Second Class,594,430.2
679,96,94,2021-05-22,2021-05-29,Standard Class,427,145.46
680,515,67,2021-05-23,2021-05-27,Second Class,206,1474.17
681,6314,57,2021-05-23,2021-05-23,Same Day,549,1129.53
682,2796,246,2021-05-23,2021-05-25,First Class,259,79.95
683,4783,58,2021-05-23,2021-05-23,Same Day,333,550.33
684,4755,94,2021-05-23,2021-05-25,First Class,343,772.68
685,9435,42,2021-05-23,2021-05-29,Standard Class,501,1291.5
686,9485,246,2021-05-24,2021-05-24,Same Day,310,1521.74
687,6068,80,2021-05-24,2021-05-28,Second Class,459,264.41
688,4542,241,2021-05-24,2021-05-24,Same Day,131,206.43
689,2899,290,2021-05-24,2021-05-31,Standard Class,277,30.4
690,595,33,2021-05-25,2021-05-29,Second Class,487,13.11
691,5953,242,2021-05-25,2021-05-25,Same Day,16,17.34
692,2618,69,2021-05-25,2021-06-01,Standard Class,154,48.65
693,8689,15,2021-05-26,2021-05-26,Same Day,277,1102.68
694,4122,39,2021-05-26,2021-06-01,Standard Class,208,1173.8
695,5209,271,2021-05-26,2021-06-01,Standard Class,482,1094.84
696,7435,75,2021-05-26,2021-05-27,First Class,498,786.56
697,950,265,2021-05-27,2021-06-03,Standard Class,349,449.15
698,8955,259,2021-05-27,2021-05-27,Same Day,202,762.95
699,4585,74,2021-05-27,2021-05-28,First Class,301,144.29
700,8148,269,2021-05-29,2021-06-03,Standard Class,127,2294.39
701,9096,22,2021-05-29,2021-06-01,Second Class,380,2422.0
702,7616,74,2021-05-29,2021-06-02,Second Class,173,603.77
703,749,287,2021-05-29,2021-06-03,Standard Class,380,1163.65
704,2268,11,2021-05-29,2021-06-01,Second Class,47,1567.29
705,361,275,2021-05-30,2021-05-30,Same Day,162,419.51
706,8595,84,2021-06-03,2021-06-08,Standard Class,437,942.01
707,5366,85,2021-06-04,2021-06-04,Same Day,255,774.64
708,9570,234,2021-06-04,2021-06-05,First Class,78,167.18
709,7680,105,2021-06-05,2021-06-09,Second Class,65,3249.43
710,5816,236,2021-06-08,2021-06-15,Standard Class,277,199.99
711,5997,297,2021-06-08,2021-06-15,Standard Class,624,270.04
712,9481,261,2021-06-09,2021-06-13,Second Class,425,340.06
713,8282,295,2021-06-10,2021-06-12,First Class,156,907.79
714,4275,237,2021-06-12,2021-06-14,First Class,484,490.22
715,4895,45,2021-06-12,2021-06-16,Second Class,93,17.42
716,6231,232,2021-06-14,2021-06-15,First Class,528,1092.41
717,2079,234,2021-06-15,2021-06-16,First Class,606,7.24
718,7095,257,2021-06-15,2021-06-15,Same Day,265,1834.99
719,3302,18,2021-06-15,2021-06-17,First Class,270,356.33
720,4374,288,2021-06-16,2021-06-16,Same Day,167,176.48
721,9188,252,2021-06-16,2021-06-19,Second Class,539,54.16
722,7001,88,2021-06-16,2021-06-19,Second Class,463,1483.38
723,7384,298,2021-06-16,2021-06-21,Standard Class,413,393.01
724,4939,281,2021-06-17,2021-06-18,First Class,611,138.65
725,9787,235,2021-06-18,2021-06-18,Same Day,370,1139.16
726,6855,109,2021-06-18,2021-06-18,Same Day,170,782.17
727,2494,225,2021-06-18,2021-06-25,Standard Class,575,747.12
728,7287,219,2021-06-19,2021-06-21,First Class,47,630.61
729,4024,6,2021-06-19,2021-06-26,Standard Class,190,142.22
730,3231,261,2021-06-20,2021-06-24,Second Class,369,185.24
731,960,108,2021-06-20,2021-06-20,Same Day,184,378.38
732,3633,274,2021-06-20,2021-06-27,Standard Class,220,588.88
733,2403,62,2021-06-20,2021-06-20,Same Day,291,40.46
734,4741,296,2021-06-20,2021-06-21,First Class,129,431.23
735,6041,51,2021-06-21,2021-06-23,First Class,208,12.96
736,1051,299,2021-06-22,2021-06-26,Second Class,22,482.64
737,8406,271,2021-06-22,2021-06-22,Same Day,425,646.88
738,2649,54,2021-06-22,2021-06-23,First Class,442,110.34
739,5610,244,2021-06-23,2021-06-23,Same Day,59,69.41
740,7455,258,2021-06-23,2021-06-23,Same Day,555,525.92
741,225,9,2021-06-23,2021-06-29,Standard Class,70,569.17
742,1187,82,2021-06-24,2021-07-01,Standard Class,240,1456.0
743,7485,295,2021-06-24,2021-06-28,Second Class,231,464.52
744,1729,93,2021-06-26,2021-06-26,Same Day,353,1401.94
745,8162,52,2021-06-26,2021-06-26,Same Day,335,1256.3
746,9429,301,2021-06-26,2021-07-01,Standard Class,123,312.86
747,1799,94,2021-06-26,2021-06-29,Second Class,555,68.84
748,2069,292,2021-06-26,2021-06-29,Second Class,79,609.2
749,5795,19,2021-06-26,2021-06-29,Second Class,232,158.25
750,6113,293,2021-06-26,2021-06-29,Second Class,482,7.38
751,4517,275,2021-06-27,2021-06-30,Second Class,37,292.68
752,4557,75,2021-06-27,2021-06-29,First Class,154,845.46
753,6106,275,2021-06-27,2021-07-01,Second Class,511,289.49
754,9251,287,2021-06-27,2021-06-27,Same Day,270,327.89
755,5393,89,2021-06-27,2021-06-27,Same Day,145,18.72
756,546,290,2021-06-28,2021-06-28,Same Day,332,1826.86
757,4616,72,2021-06-28,2021-07-01,Second Class,174,521.13
758,239,93,2021-06-28,2021-07-02,Second Class,382,190.6
759,6913,48,2021-06-28,2021-06-28,Same Day,487,1224.37
760,1148,293,2021-06-28,2021-07-02,Second Class,172,1182.1
761,9860,236,2021-06-28,2021-07-01,Second Class,123,1234.1
762,3098,289,2021-06-28,2021-07-03,Standard Class,79,14.46
763,9779,249,2021-06-28,2021-06-30,First Class,436,120.02
764,7319,300,2021-06-28,2021-07-02,Second Class,320,911.94
765,2025,290,2021-06-29,2021-07-04,Standard Class,332,993.79
766,5699,53,2021-06-29,2021-06-30,First Class,49,70.65
767,6994,98,2021-06-29,2021-06-30,First Class,248,177.68
768,382,300,2021-06-30,2021-07-04,Second Class,399,158.54
769,9469,61,2021-07-04,2021-07-09,Standard Class,616,207.14
770,3497,20,2021-07-09,2021-07-15,Standard Class,208,85.93
771,2042,38,2021-07-11,2021-07-15,Second Class,60,67.34
772,4297,108,2021-07-12,2021-07-13,First Class,361,158.55
773,2912,47,2021-07-13,2021-07-13,Same Day,53,756.49
774,1768,4,2021-07-16,2021-07-16,Same Day,225,394.69
775,9109,281,2021-07-17,2021-07-23,Standard Class,549,255.93
776,9395,8,2021-07-17,2021-07-17,Same Day,143,944.96
777,531,73,2021-07-17,2021-07-17,Same Day,297,487.83
778,9739,257,2021-07-18,2021-07-18,Same Day,66,1489.85
779,9182,302,2021-07-18,2021-07-21,Second Class,592,2267.1
780,1072,52,2021-07-18,2021-07-22,Second Class,114,1951.21
781,8091,114,2021-07-19,2021-07-19,Same Day,166,1502.74
782,7264,128,2021-07-19,2021-07-23,Second Class,419,520.1
783,2345,288,2021-07-21,2021-07-21,Same Day,391,982.33
784,4143,20,2021-07-21,2021-07-21,Same Day,176,3478.5
785,4217,293,2021-07-21,2021-07-21,Same Day,361,262.45
